clientid,client_name,client_phone,client_email,looking_for,requirements,status,client_bhk,client_furnishing,client_location,client_flexible_location,client_budget,client_listing_type
CL-1976,Sanaya Koshy,910457096511,sanaya.79@example.com,Rent,"3 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹54k",Site Visit Planned,3,Semi-Furnished,Anywhere in Mira Bhayandar,True,54000,Rent
CL-1977,Parth Sabharwal,1968053801,parth.95@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹42k",Actively Searching,3,Semi-Furnished,Bhayandar West,False,42000,Rent
CL-1978,Falan Saini,7880406785,falan.55@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Site Visit Planned,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1979,Dhruv Kar,915629897560,dhruv.98@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹230L",On Hold,3,,Mira Road East,False,23000000,Sale
CL-1980,Leela Mohanty,2714358110,leela.24@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹44k",Site Visit Planned,3,Semi-Furnished,Bhayandar West,False,44000,Rent
CL-1981,Luke Dugal,9430310952,luke.96@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹23k",Actively Searching,1,Fully Furnished,Mira Road East,False,23000,Rent
CL-1982,Abhiram Sridhar,917107082954,abhiram.62@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹50k",On Hold,3,Fully Furnished,Bhayandar West,False,50000,Rent
CL-1983,Samar Kaul,918312767837,samar.31@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹23k",Actively Searching,1,Semi-Furnished,Bhayandar East,False,23000,Rent
CL-1984,Nirja Rau,910108973238,nirja.7@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹39k",Deal Closed,2,Semi-Furnished,Mira Road East,False,39000,Rent
CL-1985,Riya Badal,9295928589,riya.86@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹34k",Site Visit Planned,2,Semi-Furnished,Bhayandar West,False,34000,Rent
CL-1986,Raghav Ghosh,914755650950,raghav.37@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹100L",Negotiating,2,,Bhayandar West,False,10000000,Sale
CL-1987,Faqid Keer,4848372897,faqid.17@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹32k",Site Visit Planned,2,Unfurnished,Anywhere in Mira Bhayandar,True,32000,Rent
CL-1988,Chandresh Ranganathan,913368027191,chandresh.6@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹21k",Actively Searching,1,Unfurnished,Bhayandar East,False,21000,Rent
CL-1989,Chakradhar Dar,411171859,chakradhar.3@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹18k",Site Visit Planned,1,Unfurnished,Mira Road East,False,18000,Rent
CL-1990,Neha Natt,5373171288,neha.19@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹44k",Negotiating,3,Semi-Furnished,Bhayandar East,False,44000,Rent
CL-1991,Geetika Chahal,910856444432,geetika.27@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹60L",On Hold,1,,Mira Road East,False,6000000,Sale
CL-1992,Ayush Bera,4524953803,ayush.31@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹54k",Negotiating,3,Fully Furnished,Bhayandar West,False,54000,Rent
CL-1993,Wakeeta Dalal,913382550458,wakeeta.73@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹36k",Site Visit Planned,2,Semi-Furnished,Bhayandar West,False,36000,Rent
CL-1994,Panini Maharaj,910865986063,panini.42@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹135L",Lost Interest,2,,Mira Road East,False,13500000,Sale
CL-1995,Nimrat Bhandari,912362860229,nimrat.39@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹55L",On Hold,1,,Mira Road East,False,5500000,Sale
CL-1996,Harish Khalsa,4857274044,harish.9@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹170L",Deal Closed,3,,Anywhere in Mira Bhayandar,True,17000000,Sale
CL-1997,Jack Bahl,3227552350,jack.49@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹22k",Deal Closed,1,Fully Furnished,Bhayandar East,False,22000,Rent
CL-1998,Warhi Seshadri,910493019902,warhi.74@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹30k",Lost Interest,2,Semi-Furnished,Bhayandar West,False,30000,Rent
CL-1999,Ekansh Balan,7673927662,ekansh.20@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹105L",Site Visit Planned,2,,Bhayandar West,False,10500000,Sale
CL-2000,Umang Buch,2733927556,umang.88@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹44k",On Hold,3,Unfurnished,Bhayandar East,False,44000,Rent
